"Box plot","LOC Gene ID","Project ID","Experiment ID","Experiment name","Variety","Development stage","Tissue","Expression value"
"","LOC_Os11g47760","SRP028766","SRX336018","Shoot_24h-Pi_r2","Nipponbare","14 days seedling","Shoot","292.5"
"","LOC_Os11g47760","SRP028766","SRX336019","Shoot_24h-Pi_r3","Nipponbare","14 days seedling","Shoot","230.688"
"","LOC_Os11g47760","SRP028766","SRX336020","Shoot_3d+Pi_r1","Nipponbare","17 days seedling","Shoot","242.512"
"","LOC_Os11g47760","SRP028766","SRX336021","Shoot_3d+Pi_r2","Nipponbare","17 days seedling","Shoot","291.742"
"","LOC_Os11g47760","SRP028766","SRX336022","Shoot_3d+Pi_r3","Nipponbare","17 days seedling","Shoot","290.396"
"","LOC_Os11g47760","SRP028766","SRX336023","Shoot_3d-Pi_r1","Nipponbare","17 days seedling","Shoot","213.446"
"","LOC_Os11g47760","SRP028766","SRX336024","Shoot_3d-Pi_r2","Nipponbare","17 days seedling","Shoot","333.884"
"","LOC_Os11g47760","SRP028766","SRX336025","Shoot_3d-Pi_r3","Nipponbare","17 days seedling","Shoot","281.71"
"","LOC_Os11g47760","SRP028766","SRX336026","Shoot_6h+Pi_r1","Nipponbare","14 days seedling","Shoot","354.546"
"","LOC_Os11g47760","SRP028766","SRX336027","Shoot_6h+Pi_r2","Nipponbare","14 days seedling","Shoot","309.279"
"","LOC_Os11g47760","SRP028766","SRX336028","Shoot_6h+Pi_r3","Nipponbare","14 days seedling","Shoot","235.952"
"","LOC_Os11g47760","SRP028766","SRX336029","Shoot_6h-Pi_r1","Nipponbare","14 days seedling","Shoot","267.502"
"","LOC_Os11g47760","SRP028766","SRX336030","Shoot_6h-Pi_r2","Nipponbare","14 days seedling","Shoot","234.7"
"","LOC_Os11g47760","SRP028766","SRX336031","Shoot_6h-Pi_r3","Nipponbare","14 days seedling","Shoot","265.113"
"","LOC_Os11g47760","SRP028766","SRX336032","Shoot_7d+Pi_r1","Nipponbare","21 days seedling","Shoot","284.424"
"","LOC_Os11g47760","SRP028766","SRX336033","Shoot_7d+Pi_r2","Nipponbare","21 days seedling","Shoot","375.86"
"","LOC_Os11g47760","SRP028766","SRX336034","Shoot_7d+Pi_r3","Nipponbare","21 days seedling","Shoot","278.006"
"","LOC_Os11g47760","SRP028766","SRX336035","Shoot_7d-Pi_r1","Nipponbare","21 days seedling","Shoot","334.947"
"","LOC_Os11g47760","SRP028766","SRX336036","Shoot_7d-Pi_r2","Nipponbare","21 days seedling","Shoot","378.636"
"","LOC_Os11g47760","SRP028766","SRX336037","Shoot_7d-Pi_r3","Nipponbare","21 days seedling","Shoot","318.926"
"","LOC_Os11g47760","SRP011893","SRX130833","Shoot_As(III)_24h","Nipponbare","3 days seeding","Shoot","436.434"
"","LOC_Os11g47760","DRP001141","DRX012214","Shoot_Cd_0h_r1","Nipponbare","10 days seedling","Shoot","1289.49"
"","LOC_Os11g47760","DRP001141","DRX012215","Shoot_Cd_0h_r2","Nipponbare","10 days seedling","Shoot","1141.69"
"","LOC_Os11g47760","DRP001141","DRX012223","Shoot_Cd_0h_r3","Nipponbare","10 days seedling","Shoot","1023.41"
"","LOC_Os11g47760","DRP001141","DRX012216","Shoot_Cd_1h_r1","Nipponbare","10 days seedling","Shoot","1095.1"
"","LOC_Os11g47760","DRP001141","DRX012217","Shoot_Cd_1h_r2","Nipponbare","10 days seedling","Shoot","1166.37"
"","LOC_Os11g47760","DRP001141","DRX012224","Shoot_Cd_1h_r3","Nipponbare","10 days seedling","Shoot","1230.46"
"","LOC_Os11g47760","DRP001141","DRX012218","Shoot_Cd_24h_r1","Nipponbare","10 days seedling","Shoot","1167.67"
"","LOC_Os11g47760","DRP001141","DRX012219","Shoot_Cd_24h_r2","Nipponbare","10 days seedling","Shoot","929.97"
"","LOC_Os11g47760","DRP001141","DRX012225","Shoot_Cd_24h_r3","Nipponbare","10 days seedling","Shoot","1053.77"
"","LOC_Os11g47760","SRP043448","SRX612565","Shoot_MET1-2_Mm","Nipponbare","11 days seedling","Shoot","1397.45"
"","LOC_Os11g47760","SRP043448","SRX612566","Shoot_MET1-2_mm","Nipponbare","11 days seedling","Shoot","729.965"
"","LOC_Os11g47760","SRP043448","SRX612564","Shoot_MET1-2_WT","Nipponbare","11 days seedling","Shoot","1442.02"
"","LOC_Os11g47760","DRP000391","DRX000673","Shoot_Normal","Nipponbare","7 days seedling","Shoot","438.24"
"","LOC_Os11g47760","SRP047482","SRX738077","Shoot_Normal","Nipponbare","14 days after germination","Shoot","74.7158"
"","LOC_Os11g47760","SRP049102","SRX737138","Shoot_WT","Nipponbare","after harvesting and air-drying for around one month","Shoot","2471.12"
