"Gene One","Gene Two","Pearson's r-value","P-Value"
"LOC_Os01g08420","LOC_Os04g57020","0.720086","0.0"
"LOC_Os01g08420","LOC_Os04g57480","0.813721","0.0"
"LOC_Os01g08420","LOC_Os04g57500","0.726078","0.0"
"LOC_Os01g08420","LOC_Os04g57680","0.741739","0.0"
"LOC_Os01g08420","LOC_Os04g58550","0.755152","0.0"
"LOC_Os01g08420","LOC_Os04g58620","0.796187","0.0"
"LOC_Os01g08420","LOC_Os04g58990","0.702725","1.36E-43"
"LOC_Os01g08420","LOC_Os05g01090","0.729746","0.0"
"LOC_Os01g08420","LOC_Os05g01170","0.813858","0.0"
"LOC_Os01g08420","LOC_Os05g01320","0.787804","0.0"
"LOC_Os01g08420","LOC_Os05g01360","0.789022","0.0"
"LOC_Os01g08420","LOC_Os05g01510","0.727567","0.0"
"LOC_Os01g08420","LOC_Os05g01540","0.701247","2.44E-43"
"LOC_Os01g08420","LOC_Os05g01760","0.728361","0.0"
"LOC_Os01g08420","LOC_Os05g02650","0.809768","0.0"
"LOC_Os01g08420","LOC_Os05g02680","0.797424","0.0"
"LOC_Os01g08420","LOC_Os05g03020","0.843708","0.0"
"LOC_Os01g08420","LOC_Os05g03430","0.773447","0.0"
"LOC_Os01g08420","LOC_Os05g03550","0.818785","0.0"
"LOC_Os01g08420","LOC_Os05g03820","0.782929","0.0"
"LOC_Os01g08420","LOC_Os05g04330","0.716517","0.0"
"LOC_Os01g08420","LOC_Os05g05130","0.750051","0.0"
"LOC_Os01g08420","LOC_Os05g05210","0.769141","0.0"
"LOC_Os01g08420","LOC_Os05g05230","0.837699","0.0"
"LOC_Os01g08420","LOC_Os05g05240","0.881045","0.0"
"LOC_Os01g08420","LOC_Os05g05390","0.758438","0.0"
"LOC_Os01g08420","LOC_Os05g05450","0.793385","0.0"
"LOC_Os01g08420","LOC_Os05g05530","0.716191","0.0"
"LOC_Os01g08420","LOC_Os05g05740","0.763675","0.0"
"LOC_Os01g08420","LOC_Os05g05780","0.930566","0.0"
"LOC_Os01g08420","LOC_Os05g05810","0.72675","0.0"
"LOC_Os01g08420","LOC_Os05g06440","0.786782","0.0"
"LOC_Os01g08420","LOC_Os05g06470","0.80062","0.0"
"LOC_Os01g08420","LOC_Os05g06910","0.702098","1.74E-43"
"LOC_Os01g08420","LOC_Os05g06980","0.711903","2.8E-45"
"LOC_Os01g08420","LOC_Os05g07030","0.779375","0.0"
"LOC_Os01g08420","LOC_Os05g07260","0.823586","0.0"
"LOC_Os01g08420","LOC_Os05g08100","0.758375","0.0"
"LOC_Os01g08420","LOC_Os05g08600","0.769893","0.0"
"LOC_Os01g08420","LOC_Os05g08810","0.837879","0.0"
"LOC_Os01g08420","LOC_Os05g09550","0.708881","1.1E-44"
"LOC_Os01g08420","LOC_Os05g09620","0.815347","0.0"
"LOC_Os01g08420","LOC_Os05g10730","0.704114","7.8E-44"
"LOC_Os01g08420","LOC_Os05g10810","0.722731","0.0"
"LOC_Os01g08420","LOC_Os05g11770","0.928147","0.0"
"LOC_Os01g08420","LOC_Os05g11870","0.79848","0.0"
"LOC_Os01g08420","LOC_Os05g12140","0.728466","0.0"
"LOC_Os01g08420","LOC_Os05g13390","0.72539","0.0"
"LOC_Os01g08420","LOC_Os05g13780","0.834536","0.0"
"LOC_Os01g08420","LOC_Os05g14730","0.744835","0.0"
"LOC_Os01g08420","LOC_Os05g18650","0.841277","0.0"
"LOC_Os01g08420","LOC_Os05g19480","0.735144","0.0"
"LOC_Os01g08420","LOC_Os05g19630","0.791547","0.0"
"LOC_Os01g08420","LOC_Os05g19954","0.709317","9.8E-45"
"LOC_Os01g08420","LOC_Os05g22670","0.7411","0.0"
"LOC_Os01g08420","LOC_Os05g22870","0.737055","0.0"
"LOC_Os01g08420","LOC_Os05g22894","0.708357","1.4E-44"
"LOC_Os01g08420","LOC_Os05g22960","0.725964","0.0"
"LOC_Os01g08420","LOC_Os05g23420","0.745266","0.0"
"LOC_Os01g08420","LOC_Os05g23430","0.743656","0.0"
"LOC_Os01g08420","LOC_Os05g23470","0.706329","3.2E-44"
"LOC_Os01g08420","LOC_Os05g23840","0.706504","3.1E-44"
"LOC_Os01g08420","LOC_Os05g23940","0.822611","0.0"
"LOC_Os01g08420","LOC_Os05g25840","0.758156","0.0"
"LOC_Os01g08420","LOC_Os05g26954","0.727676","0.0"
"LOC_Os01g08420","LOC_Os05g26990","0.795121","0.0"
"LOC_Os01g08420","LOC_Os05g28460","0.701906","1.88E-43"
"LOC_Os01g08420","LOC_Os05g28860","0.797867","0.0"
"LOC_Os01g08420","LOC_Os05g28940","0.751489","0.0"
"LOC_Os01g08420","LOC_Os05g30140","0.713182","1.4E-45"
"LOC_Os01g08420","LOC_Os05g31062","0.736552","0.0"
"LOC_Os01g08420","LOC_Os05g31230","0.717188","0.0"
"LOC_Os01g08420","LOC_Os05g32330","0.789014","0.0"
"LOC_Os01g08420","LOC_Os05g32360","0.81776","0.0"
"LOC_Os01g08420","LOC_Os05g32570","0.753099","0.0"
"LOC_Os01g08420","LOC_Os05g32580","0.861537","0.0"
"LOC_Os01g08420","LOC_Os05g32850","0.80551","0.0"
"LOC_Os01g08420","LOC_Os05g33020","0.820328","0.0"
"LOC_Os01g08420","LOC_Os05g33230","0.718239","0.0"
"LOC_Os01g08420","LOC_Os05g33260","0.796214","0.0"
"LOC_Os01g08420","LOC_Os05g33610","0.712254","2.8E-45"
"LOC_Os01g08420","LOC_Os05g34070","0.730885","0.0"
"LOC_Os01g08420","LOC_Os05g34260","0.793672","0.0"
"LOC_Os01g08420","LOC_Os05g34914","0.727116","0.0"
"LOC_Os01g08420","LOC_Os05g35274","0.762962","0.0"
"LOC_Os01g08420","LOC_Os05g35530","0.78497","0.0"
"LOC_Os01g08420","LOC_Os05g35730","0.75311","0.0"
"LOC_Os01g08420","LOC_Os05g35980","0.784164","0.0"
"LOC_Os01g08420","LOC_Os05g36070","0.727955","0.0"
"LOC_Os01g08420","LOC_Os05g37120","0.702428","1.53E-43"
"LOC_Os01g08420","LOC_Os05g37500","0.834471","0.0"
"LOC_Os01g08420","LOC_Os05g38160","0.715502","1.4E-45"
"LOC_Os01g08420","LOC_Os05g38260","0.726118","0.0"
"LOC_Os01g08420","LOC_Os05g38330","0.759334","0.0"
"LOC_Os01g08420","LOC_Os05g38400","0.746177","0.0"
"LOC_Os01g08420","LOC_Os05g38730","0.711157","4.2E-45"
"LOC_Os01g08420","LOC_Os05g38800","0.826557","0.0"
"LOC_Os01g08420","LOC_Os05g38830","0.777324","0.0"
"LOC_Os01g08420","LOC_Os05g39374","0.737627","0.0"
"LOC_Os01g08420","LOC_Os05g39650","0.755983","0.0"
"LOC_Os01g08420","LOC_Os05g39680","0.850393","0.0"
"LOC_Os01g08420","LOC_Os05g40040","0.704879","5.9E-44"
"LOC_Os01g08420","LOC_Os05g40900","0.718443","0.0"
"LOC_Os01g08420","LOC_Os05g41120","0.821192","0.0"
"LOC_Os01g08420","LOC_Os05g41795","0.729776","0.0"
"LOC_Os01g08420","LOC_Os05g41810","0.740581","0.0"
"LOC_Os01g08420","LOC_Os05g43280","0.707863","1.8E-44"
"LOC_Os01g08420","LOC_Os05g43470","0.732052","0.0"
"LOC_Os01g08420","LOC_Os05g43480","0.819276","0.0"
"LOC_Os01g08420","LOC_Os05g43560","0.821331","0.0"
"LOC_Os01g08420","LOC_Os05g43570","0.774888","0.0"
"LOC_Os01g08420","LOC_Os05g44390","0.75926","0.0"
"LOC_Os01g08420","LOC_Os05g45750","0.763855","0.0"
"LOC_Os01g08420","LOC_Os05g45830","0.831382","0.0"
"LOC_Os01g08420","LOC_Os05g45890","0.749942","0.0"
"LOC_Os01g08420","LOC_Os05g46330","0.850865","0.0"
"LOC_Os01g08420","LOC_Os05g46570","0.702123","1.72E-43"
"LOC_Os01g08420","LOC_Os05g46890","0.737159","0.0"
"LOC_Os01g08420","LOC_Os05g46954","0.768594","0.0"
"LOC_Os01g08420","LOC_Os05g47550","0.730496","0.0"
"LOC_Os01g08420","LOC_Os05g47930","0.741783","0.0"
"LOC_Os01g08420","LOC_Os05g48450","0.798011","0.0"
"LOC_Os01g08420","LOC_Os05g48620","0.733792","0.0"
"LOC_Os01g08420","LOC_Os05g48770","0.702082","1.75E-43"
"LOC_Os01g08420","LOC_Os05g48820","0.890115","0.0"
"LOC_Os01g08420","LOC_Os05g48960","0.774552","0.0"
"LOC_Os01g08420","LOC_Os05g49120","0.727907","0.0"
"LOC_Os01g08420","LOC_Os05g49590","0.711248","4.2E-45"
"LOC_Os01g08420","LOC_Os05g49980","0.856615","0.0"
"LOC_Os01g08420","LOC_Os05g50220","0.724416","0.0"
"LOC_Os01g08420","LOC_Os05g50420","0.783726","0.0"
"LOC_Os01g08420","LOC_Os05g50440","0.717693","0.0"
"LOC_Os01g08420","LOC_Os05g50480","0.751939","0.0"
"LOC_Os01g08420","LOC_Os05g50660","0.77047","0.0"
"LOC_Os01g08420","LOC_Os05g50970","0.730616","0.0"
"LOC_Os01g08420","LOC_Os05g51490","0.843705","0.0"
"LOC_Os01g08420","LOC_Os05g51510","0.758552","0.0"
"LOC_Os01g08420","LOC_Os05g51550","0.819712","0.0"
"LOC_Os01g08420","LOC_Os05g51560","0.813963","0.0"
"LOC_Os01g08420","LOC_Os05g51710","0.859499","0.0"
"LOC_Os01g08420","LOC_Os06g01170","0.779834","0.0"
"LOC_Os01g08420","LOC_Os06g01230","0.706296","3.4E-44"
"LOC_Os01g08420","LOC_Os06g01410","0.826011","0.0"
"LOC_Os01g08420","LOC_Os06g01640","0.769513","0.0"
"LOC_Os01g08420","LOC_Os06g01650","0.731899","0.0"
"LOC_Os01g08420","LOC_Os06g02130","0.722575","0.0"
"LOC_Os01g08420","LOC_Os06g02160","0.794247","0.0"
"LOC_Os01g08420","LOC_Os06g02260","0.84395","0.0"
"LOC_Os01g08420","LOC_Os06g02620","0.715464","1.4E-45"
"LOC_Os01g08420","LOC_Os06g03770","0.728793","0.0"
"LOC_Os01g08420","LOC_Os06g04330","0.762762","0.0"
"LOC_Os01g08420","LOC_Os06g04399","0.767206","0.0"
"LOC_Os01g08420","LOC_Os06g04520","0.820528","0.0"
"LOC_Os01g08420","LOC_Os06g04580","0.746284","0.0"
"LOC_Os01g08420","LOC_Os06g04660","0.822542","0.0"
"LOC_Os01g08420","LOC_Os06g04820","0.704158","7.7E-44"
"LOC_Os01g08420","LOC_Os06g04970","0.771674","0.0"
"LOC_Os01g08420","LOC_Os06g05110","0.716727","0.0"
"LOC_Os01g08420","LOC_Os06g05150","0.782507","0.0"
"LOC_Os01g08420","LOC_Os06g05250","0.737382","0.0"
"LOC_Os01g08420","LOC_Os06g05800","0.755973","0.0"
"LOC_Os01g08420","LOC_Os06g05870","0.754528","0.0"
"LOC_Os01g08420","LOC_Os06g06600","0.751904","0.0"
"LOC_Os01g08420","LOC_Os06g06810","0.883924","0.0"
"LOC_Os01g08420","LOC_Os06g06820","0.753273","0.0"
"LOC_Os01g08420","LOC_Os06g06870","0.783553","0.0"
"LOC_Os01g08420","LOC_Os06g07010","0.801969","0.0"
"LOC_Os01g08420","LOC_Os06g07474","0.845493","0.0"
"LOC_Os01g08420","LOC_Os06g07760","0.718749","0.0"
"LOC_Os01g08420","LOC_Os06g08480","0.758921","0.0"
"LOC_Os01g08420","LOC_Os06g08740","0.798717","0.0"
"LOC_Os01g08420","LOC_Os06g09120","0.781116","0.0"
"LOC_Os01g08420","LOC_Os06g09320","0.830278","0.0"
"LOC_Os01g08420","LOC_Os06g09540","0.790113","0.0"
"LOC_Os01g08420","LOC_Os06g09890","0.800268","0.0"
"LOC_Os01g08420","LOC_Os06g10430","0.713698","1.4E-45"
"LOC_Os01g08420","LOC_Os06g10580","0.715505","1.4E-45"
"LOC_Os01g08420","LOC_Os06g10620","0.877274","0.0"
"LOC_Os01g08420","LOC_Os06g10690","0.856712","0.0"
"LOC_Os01g08420","LOC_Os06g10770","0.791621","0.0"
"LOC_Os01g08420","LOC_Os06g11020","0.821789","0.0"
"LOC_Os01g08420","LOC_Os06g11180","0.74315","0.0"
"LOC_Os01g08420","LOC_Os06g11790","0.767743","0.0"
"LOC_Os01g08420","LOC_Os06g13170","0.727179","0.0"
"LOC_Os01g08420","LOC_Os06g13820","0.831083","0.0"
"LOC_Os01g08420","LOC_Os06g14740","0.838936","0.0"
"LOC_Os01g08420","LOC_Os06g15420","0.755433","0.0"
"LOC_Os01g08420","LOC_Os06g15779","0.70141","2.28E-43"
"LOC_Os01g08420","LOC_Os06g19470","0.715126","1.4E-45"
"LOC_Os01g08420","LOC_Os06g19660","0.733896","0.0"
"LOC_Os01g08420","LOC_Os06g19680","0.779674","0.0"
"LOC_Os01g08420","LOC_Os06g20390","0.768192","0.0"
"LOC_Os01g08420","LOC_Os06g20500","0.74827","0.0"
"LOC_Os01g08420","LOC_Os06g21600","0.747907","0.0"
"LOC_Os01g08420","LOC_Os06g21620","0.714988","1.4E-45"
"LOC_Os01g08420","LOC_Os06g21730","0.701128","2.55E-43"
"LOC_Os01g08420","LOC_Os06g21980","0.712293","2.8E-45"
"LOC_Os01g08420","LOC_Os06g22550","0.768505","0.0"
"LOC_Os01g08420","LOC_Os06g22650","0.760288","0.0"
"LOC_Os01g08420","LOC_Os06g22670","0.787785","0.0"
"LOC_Os01g08420","LOC_Os06g22700","0.748462","0.0"
"LOC_Os01g08420","LOC_Os06g22829","0.751499","0.0"
"LOC_Os01g08420","LOC_Os06g22850","0.806914","0.0"
"LOC_Os01g08420","LOC_Os06g23460","0.715553","1.4E-45"
"LOC_Os01g08420","LOC_Os06g23530","0.709683","8.4E-45"
"LOC_Os01g08420","LOC_Os06g23800","0.729944","0.0"
"LOC_Os01g08420","LOC_Os06g23870","0.712198","2.8E-45"
"LOC_Os01g08420","LOC_Os06g24840","0.701375","2.31E-43"
"LOC_Os01g08420","LOC_Os06g24870","0.784066","0.0"
"LOC_Os01g08420","LOC_Os06g24910","0.727887","0.0"
"LOC_Os01g08420","LOC_Os06g26340","0.717231","0.0"
"LOC_Os01g08420","LOC_Os06g27890","0.797196","0.0"
"LOC_Os01g08420","LOC_Os06g28060","0.822551","0.0"
"LOC_Os01g08420","LOC_Os06g29120","0.789578","0.0"
"LOC_Os01g08420","LOC_Os06g29630","0.77257","0.0"
"LOC_Os01g08420","LOC_Os06g30020","0.820979","0.0"
"LOC_Os01g08420","LOC_Os06g30060","0.740439","0.0"
"LOC_Os01g08420","LOC_Os06g30230","0.722877","0.0"
"LOC_Os01g08420","LOC_Os06g30390","0.720376","0.0"
"LOC_Os01g08420","LOC_Os06g30894","0.808307","0.0"
"LOC_Os01g08420","LOC_Os06g30910","0.797799","0.0"
"LOC_Os01g08420","LOC_Os06g31220","0.758059","0.0"
"LOC_Os01g08420","LOC_Os06g33180","0.70499","5.6E-44"
"LOC_Os01g08420","LOC_Os06g33530","0.726481","0.0"
"LOC_Os01g08420","LOC_Os06g35670","0.764156","0.0"
"LOC_Os01g08420","LOC_Os06g36360","0.776458","0.0"
"LOC_Os01g08420","LOC_Os06g36740","0.729246","0.0"
"LOC_Os01g08420","LOC_Os06g36770","0.802769","0.0"
"LOC_Os01g08420","LOC_Os06g38680","0.756136","0.0"
"LOC_Os01g08420","LOC_Os06g39600","0.712984","2.8E-45"
"LOC_Os01g08420","LOC_Os06g40370","0.722593","0.0"
"LOC_Os01g08420","LOC_Os06g40460","0.79157","0.0"
"LOC_Os01g08420","LOC_Os06g41730","0.881075","0.0"
"LOC_Os01g08420","LOC_Os06g43120","0.758599","0.0"
"LOC_Os01g08420","LOC_Os06g43270","0.749012","0.0"
"LOC_Os01g08420","LOC_Os06g43280","0.808703","0.0"
"LOC_Os01g08420","LOC_Os06g43790","0.806818","0.0"
"LOC_Os01g08420","LOC_Os06g44030","0.801662","0.0"
"LOC_Os01g08420","LOC_Os06g44380","0.732818","0.0"
"LOC_Os01g08420","LOC_Os06g44840","0.741182","0.0"
"LOC_Os01g08420","LOC_Os06g45360","0.804935","0.0"
"LOC_Os01g08420","LOC_Os06g45800","0.751665","0.0"
"LOC_Os01g08420","LOC_Os06g45900","0.779759","0.0"
"LOC_Os01g08420","LOC_Os06g45910","0.736449","0.0"
"LOC_Os01g08420","LOC_Os06g46240","0.74923","0.0"
"LOC_Os01g08420","LOC_Os06g46366","0.703746","9.1E-44"
"LOC_Os01g08420","LOC_Os06g46590","0.735514","0.0"
"LOC_Os01g08420","LOC_Os06g46600","0.731887","0.0"
"LOC_Os01g08420","LOC_Os06g46890","0.753005","0.0"
"LOC_Os01g08420","LOC_Os06g47150","0.743123","0.0"
"LOC_Os01g08420","LOC_Os06g47210","0.712743","2.8E-45"
"LOC_Os01g08420","LOC_Os06g47300","0.813964","0.0"
"LOC_Os01g08420","LOC_Os06g47580","0.79614","0.0"
"LOC_Os01g08420","LOC_Os06g47890","0.78808","0.0"
"LOC_Os01g08420","LOC_Os06g48530","0.736184","0.0"
"LOC_Os01g08420","LOC_Os06g48640","0.837093","0.0"
"LOC_Os01g08420","LOC_Os06g49440","0.757798","0.0"
"LOC_Os01g08420","LOC_Os06g49510","0.809355","0.0"
"LOC_Os01g08420","LOC_Os06g49940","0.829708","0.0"
"LOC_Os01g08420","LOC_Os06g50146","0.725223","0.0"
"LOC_Os01g08420","LOC_Os06g50170","0.799101","0.0"
"LOC_Os01g08420","LOC_Os06g50310","0.738723","0.0"
"LOC_Os01g08420","LOC_Os06g50510","0.743345","0.0"
"LOC_Os01g08420","LOC_Os06g50880","0.707138","2.4E-44"
"LOC_Os01g08420","LOC_Os06g51230","0.754114","0.0"
"LOC_Os01g08420","LOC_Os06g51240","0.763446","0.0"
"LOC_Os01g08420","LOC_Os06g51400","0.753165","0.0"
"LOC_Os01g08420","LOC_Os06g51420","0.757777","0.0"
"LOC_Os01g08420","LOC_Os06g51450","0.716755","0.0"
"LOC_Os01g08420","LOC_Os06g51490","0.817532","0.0"
"LOC_Os01g08420","LOC_Os06g51524","0.798784","0.0"
"LOC_Os01g08420","LOC_Os07g01060","0.790023","0.0"
"LOC_Os01g08420","LOC_Os07g01320","0.827259","0.0"
"LOC_Os01g08420","LOC_Os07g01720","0.766497","0.0"
"LOC_Os01g08420","LOC_Os07g01730","0.702122","1.72E-43"
"LOC_Os01g08420","LOC_Os07g01940","0.910894","0.0"
"LOC_Os01g08420","LOC_Os07g02300","0.81052","0.0"
"LOC_Os01g08420","LOC_Os07g02770","0.75371","0.0"
"LOC_Os01g08420","LOC_Os07g02950","0.706169","3.5E-44"
"LOC_Os01g08420","LOC_Os07g04550","0.723711","0.0"
"LOC_Os01g08420","LOC_Os07g04700","0.792602","0.0"
"LOC_Os01g08420","LOC_Os07g05050","0.812586","0.0"
"LOC_Os01g08420","LOC_Os07g05440","0.828925","0.0"
"LOC_Os01g08420","LOC_Os07g05870","0.738506","0.0"
"LOC_Os01g08420","LOC_Os07g06670","0.716177","0.0"
"LOC_Os01g08420","LOC_Os07g06710","0.757498","0.0"
"LOC_Os01g08420","LOC_Os07g06740","0.753644","0.0"
"LOC_Os01g08420","LOC_Os07g06890","0.728634","0.0"
"LOC_Os01g08420","LOC_Os07g07470","0.731048","0.0"
"LOC_Os01g08420","LOC_Os07g07580","0.747956","0.0"
"LOC_Os01g08420","LOC_Os07g07690","0.864292","0.0"
"LOC_Os01g08420","LOC_Os07g08440","0.814548","0.0"
"LOC_Os01g08420","LOC_Os07g08790","0.831414","0.0"
"LOC_Os01g08420","LOC_Os07g08950","0.848271","0.0"
"LOC_Os01g08420","LOC_Os07g08960","0.753677","0.0"
"LOC_Os01g08420","LOC_Os07g09320","0.826786","0.0"
"LOC_Os01g08420","LOC_Os07g09460","0.752635","0.0"
"LOC_Os01g08420","LOC_Os07g10390","0.802814","0.0"
"LOC_Os01g08420","LOC_Os07g10480","0.748412","0.0"
"LOC_Os01g08420","LOC_Os07g10520","0.873428","0.0"
"LOC_Os01g08420","LOC_Os07g10540","0.718435","0.0"
"LOC_Os01g08420","LOC_Os07g10910","0.738775","0.0"
"LOC_Os01g08420","LOC_Os07g10920","0.771788","0.0"
"LOC_Os01g08420","LOC_Os07g11290","0.805248","0.0"
"LOC_Os01g08420","LOC_Os07g12470","0.701414","2.28E-43"
"LOC_Os01g08420","LOC_Os07g12810","0.701319","2.37E-43"
"LOC_Os01g08420","LOC_Os07g13460","0.769525","0.0"
"LOC_Os01g08420","LOC_Os07g16030","0.875832","0.0"
"LOC_Os01g08420","LOC_Os07g16224","0.779786","0.0"
"LOC_Os01g08420","LOC_Os07g16960","0.83716","0.0"
"LOC_Os01g08420","LOC_Os07g17130","0.844329","0.0"
"LOC_Os01g08420","LOC_Os07g17689","0.747061","0.0"
"LOC_Os01g08420","LOC_Os07g18250","0.710305","7.0E-45"
"LOC_Os01g08420","LOC_Os07g18944","0.776478","0.0"
"LOC_Os01g08420","LOC_Os07g19540","0.736996","0.0"
"LOC_Os01g08420","LOC_Os07g19560","0.748522","0.0"
"LOC_Os01g08420","LOC_Os07g20580","0.716611","0.0"
"LOC_Os01g08420","LOC_Os07g22390","0.738288","0.0"
"LOC_Os01g08420","LOC_Os07g22700","0.723287","0.0"
"LOC_Os01g08420","LOC_Os07g23169","0.777752","0.0"
"LOC_Os01g08420","LOC_Os07g27110","0.862246","0.0"
"LOC_Os01g08420","LOC_Os07g27140","0.904493","0.0"
"LOC_Os01g08420","LOC_Os07g27300","0.749969","0.0"
"LOC_Os01g08420","LOC_Os07g27460","0.834132","0.0"
"LOC_Os01g08420","LOC_Os07g27480","0.76053","0.0"
"LOC_Os01g08420","LOC_Os07g27950","0.701652","2.07E-43"
"LOC_Os01g08420","LOC_Os07g28800","0.747917","0.0"
"LOC_Os01g08420","LOC_Os07g28840","0.835131","0.0"
"LOC_Os01g08420","LOC_Os07g28910","0.734259","0.0"
"LOC_Os01g08420","LOC_Os07g28940","0.806353","0.0"
"LOC_Os01g08420","LOC_Os07g29390","0.75018","0.0"
"LOC_Os01g08420","LOC_Os07g30130","0.709829","8.4E-45"
"LOC_Os01g08420","LOC_Os07g30774","0.818008","0.0"
"LOC_Os01g08420","LOC_Os07g31340","0.88346","0.0"
"LOC_Os01g08420","LOC_Os07g31380","0.730013","0.0"
"LOC_Os01g08420","LOC_Os07g31690","0.718535","0.0"
"LOC_Os01g08420","LOC_Os07g32460","0.728568","0.0"
"LOC_Os01g08420","LOC_Os07g32530","0.799122","0.0"
"LOC_Os01g08420","LOC_Os07g33100","0.786697","0.0"
"LOC_Os01g08420","LOC_Os07g33200","0.70399","8.3E-44"
"LOC_Os01g08420","LOC_Os07g33210","0.714862","1.4E-45"
"LOC_Os01g08420","LOC_Os07g33300","0.788247","0.0"
"LOC_Os01g08420","LOC_Os07g34510","0.72522","0.0"
"LOC_Os01g08420","LOC_Os07g34610","0.7294","0.0"
"LOC_Os01g08420","LOC_Os07g35870","0.710526","5.6E-45"
"LOC_Os01g08420","LOC_Os07g37560","0.79308","0.0"
"LOC_Os01g08420","LOC_Os07g37610","0.707209","2.24E-44"
"LOC_Os01g08420","LOC_Os07g37680","0.793807","0.0"
"LOC_Os01g08420","LOC_Os07g38270","0.837532","0.0"
"LOC_Os01g08420","LOC_Os07g38360","0.805645","0.0"
"LOC_Os01g08420","LOC_Os07g38940","0.725886","0.0"
"LOC_Os01g08420","LOC_Os07g39480","0.724319","0.0"
"LOC_Os01g08420","LOC_Os07g39630","0.75911","0.0"
"LOC_Os01g08420","LOC_Os07g40270","0.753796","0.0"
"LOC_Os01g08420","LOC_Os07g40700","0.765688","0.0"
"LOC_Os01g08420","LOC_Os07g40790","0.746594","0.0"
"LOC_Os01g08420","LOC_Os07g41090","0.823888","0.0"
"LOC_Os01g08420","LOC_Os07g41640","0.704349","7.1E-44"
"LOC_Os01g08420","LOC_Os07g41730","0.708509","1.4E-44"
"LOC_Os01g08420","LOC_Os07g41800","0.845123","0.0"
"LOC_Os01g08420","LOC_Os07g42180","0.722651","0.0"
"LOC_Os01g08420","LOC_Os07g42500","0.705815","4.1E-44"
"LOC_Os01g08420","LOC_Os07g42760","0.816774","0.0"
"LOC_Os01g08420","LOC_Os07g43030","0.8286","0.0"
"LOC_Os01g08420","LOC_Os07g43322","0.740009","0.0"
"LOC_Os01g08420","LOC_Os07g43360","0.810826","0.0"
"LOC_Os01g08420","LOC_Os07g43380","0.714805","1.4E-45"
"LOC_Os01g08420","LOC_Os07g43720","0.808801","0.0"
"LOC_Os01g08420","LOC_Os07g43870","0.794905","0.0"
"LOC_Os01g08420","LOC_Os07g43900","0.738806","0.0"
"LOC_Os01g08420","LOC_Os07g44210","0.803298","0.0"
"LOC_Os01g08420","LOC_Os07g45064","0.797064","0.0"
"LOC_Os01g08420","LOC_Os07g45160","0.866698","0.0"
"LOC_Os01g08420","LOC_Os07g46180","0.787425","0.0"
"LOC_Os01g08420","LOC_Os07g46400","0.736562","0.0"
"LOC_Os01g08420","LOC_Os07g46500","0.756038","0.0"
"LOC_Os01g08420","LOC_Os07g46555","0.70837","1.4E-44"
"LOC_Os01g08420","LOC_Os07g46590","0.935057","0.0"
"LOC_Os01g08420","LOC_Os07g46600","0.738153","0.0"
"LOC_Os01g08420","LOC_Os07g46720","0.85117","0.0"
"LOC_Os01g08420","LOC_Os07g46730","0.863532","0.0"
"LOC_Os01g08420","LOC_Os07g47030","0.839948","0.0"
"LOC_Os01g08420","LOC_Os07g47090","0.754159","0.0"
"LOC_Os01g08420","LOC_Os07g47180","0.705506","4.5E-44"
"LOC_Os01g08420","LOC_Os07g47194","0.740745","0.0"
"LOC_Os01g08420","LOC_Os07g47284","0.748997","0.0"
"LOC_Os01g08420","LOC_Os07g47360","0.778658","0.0"
"LOC_Os01g08420","LOC_Os07g47530","0.827119","0.0"
"LOC_Os01g08420","LOC_Os07g47630","0.811308","0.0"
"LOC_Os01g08420","LOC_Os07g47650","0.743329","0.0"
"LOC_Os01g08420","LOC_Os07g48270","0.869941","0.0"
"LOC_Os01g08420","LOC_Os07g48300","0.713569","1.4E-45"
"LOC_Os01g08420","LOC_Os07g48602","0.703027","1.2E-43"
"LOC_Os01g08420","LOC_Os07g48640","0.716944","0.0"
"LOC_Os01g08420","LOC_Os07g48840","0.776531","0.0"
"LOC_Os01g08420","LOC_Os07g48880","0.779245","0.0"
"LOC_Os01g08420","LOC_Os07g49010","0.711803","4.2E-45"
"LOC_Os01g08420","LOC_Os07g49030","0.726262","0.0"
"LOC_Os01g08420","LOC_Os07g49270","0.713917","1.4E-45"
"LOC_Os01g08420","LOC_Os07g49300","0.831506","0.0"
"LOC_Os01g08420","LOC_Os07g49320","0.836193","0.0"
"LOC_Os01g08420","LOC_Os07g49410","0.818275","0.0"
"LOC_Os01g08420","LOC_Os08g01040","0.847321","0.0"
"LOC_Os01g08420","LOC_Os08g01054","0.834889","0.0"
"LOC_Os01g08420","LOC_Os08g01110","0.816478","0.0"
"LOC_Os01g08420","LOC_Os08g01300","0.731436","0.0"
"LOC_Os01g08420","LOC_Os08g01360","0.766377","0.0"
"LOC_Os01g08420","LOC_Os08g01750","0.878084","0.0"
"LOC_Os01g08420","LOC_Os08g01840","0.838324","0.0"
"LOC_Os01g08420","LOC_Os08g01930","0.770229","0.0"
"LOC_Os01g08420","LOC_Os08g02040","0.703805","9.0E-44"
"LOC_Os01g08420","LOC_Os08g02350","0.868436","0.0"
"LOC_Os01g08420","LOC_Os08g02904","0.777061","0.0"
"LOC_Os01g08420","LOC_Os08g03360","0.805834","0.0"
"LOC_Os01g08420","LOC_Os08g04090","0.707556","2.0E-44"
"LOC_Os01g08420","LOC_Os08g04270","0.853628","0.0"
"LOC_Os01g08420","LOC_Os08g04840","0.71546","1.4E-45"
