"Gene One","Gene Two","Pearson's r-value","P-Value"
"LOC_Os01g09252","LOC_Os03g02970","0.718494","0.0"
"LOC_Os01g09252","LOC_Os03g03870","0.708943","1.1E-44"
"LOC_Os01g09252","LOC_Os03g03900","0.785287","0.0"
"LOC_Os01g09252","LOC_Os03g03949","0.757672","0.0"
"LOC_Os01g09252","LOC_Os03g04169","0.725367","0.0"
"LOC_Os01g09252","LOC_Os03g04300","0.712426","2.8E-45"
"LOC_Os01g09252","LOC_Os03g04400","0.716715","0.0"
"LOC_Os01g09252","LOC_Os03g04440","0.729904","0.0"
"LOC_Os01g09252","LOC_Os03g04940","0.780613","0.0"
"LOC_Os01g09252","LOC_Os03g05320","0.700815","2.89E-43"
"LOC_Os01g09252","LOC_Os03g05340","0.801026","0.0"
"LOC_Os01g09252","LOC_Os03g05806","0.708154","1.5E-44"
"LOC_Os01g09252","LOC_Os03g05830","0.825674","0.0"
"LOC_Os01g09252","LOC_Os03g06160","0.772079","0.0"
"LOC_Os01g09252","LOC_Os03g06420","0.869792","0.0"
"LOC_Os01g09252","LOC_Os03g06490","0.744305","0.0"
"LOC_Os01g09252","LOC_Os03g06880","0.764923","0.0"
"LOC_Os01g09252","LOC_Os03g06950","0.711871","2.8E-45"
"LOC_Os01g09252","LOC_Os03g07160","0.709866","8.4E-45"
"LOC_Os01g09252","LOC_Os03g07410","0.848293","0.0"
"LOC_Os01g09252","LOC_Os03g07739","0.835036","0.0"
"LOC_Os01g09252","LOC_Os03g07850","0.706157","3.5E-44"
"LOC_Os01g09252","LOC_Os03g07970","0.78164","0.0"
"LOC_Os01g09252","LOC_Os03g08270","0.745071","0.0"
"LOC_Os01g09252","LOC_Os03g08284","0.827594","0.0"
"LOC_Os01g09252","LOC_Os03g08570","0.715941","0.0"
"LOC_Os01g09252","LOC_Os03g09110","0.780271","0.0"
"LOC_Os01g09252","LOC_Os03g09220","0.702104","1.74E-43"
"LOC_Os01g09252","LOC_Os03g10070","0.776964","0.0"
"LOC_Os01g09252","LOC_Os03g10180","0.711533","4.2E-45"
"LOC_Os01g09252","LOC_Os03g10780","0.70379","9.0E-44"
"LOC_Os01g09252","LOC_Os03g10890","0.735285","0.0"
"LOC_Os01g09252","LOC_Os03g11470","0.758151","0.0"
"LOC_Os01g09252","LOC_Os03g11520","0.882683","0.0"
"LOC_Os01g09252","LOC_Os03g12100","0.790379","0.0"
"LOC_Os01g09252","LOC_Os03g12710","0.80352","0.0"
"LOC_Os01g09252","LOC_Os03g12810","0.759055","0.0"
"LOC_Os01g09252","LOC_Os03g12840","0.749831","0.0"
"LOC_Os01g09252","LOC_Os03g12930","0.797964","0.0"
"LOC_Os01g09252","LOC_Os03g13190","0.754891","0.0"
"LOC_Os01g09252","LOC_Os03g13240","0.729267","0.0"
"LOC_Os01g09252","LOC_Os03g13614","0.717494","0.0"
"LOC_Os01g09252","LOC_Os03g13790","0.812982","0.0"
"LOC_Os01g09252","LOC_Os03g13960","0.710007","7.0E-45"
"LOC_Os01g09252","LOC_Os03g14280","0.731213","0.0"
"LOC_Os01g09252","LOC_Os03g15110","0.708733","1.3E-44"
"LOC_Os01g09252","LOC_Os03g15600","0.843897","0.0"
"LOC_Os01g09252","LOC_Os03g15840","0.700029","3.91E-43"
"LOC_Os01g09252","LOC_Os03g16120","0.797465","0.0"
"LOC_Os01g09252","LOC_Os03g16130","0.738261","0.0"
"LOC_Os01g09252","LOC_Os03g16570","0.766992","0.0"
"LOC_Os01g09252","LOC_Os03g17084","0.771653","0.0"
"LOC_Os01g09252","LOC_Os03g17440","0.808799","0.0"
"LOC_Os01g09252","LOC_Os03g17540","0.777992","0.0"
"LOC_Os01g09252","LOC_Os03g17570","0.762019","0.0"
"LOC_Os01g09252","LOC_Os03g17610","0.730353","0.0"
"LOC_Os01g09252","LOC_Os03g17730","0.759645","0.0"
"LOC_Os01g09252","LOC_Os03g18080","0.767279","0.0"
"LOC_Os01g09252","LOC_Os03g18264","0.800682","0.0"
"LOC_Os01g09252","LOC_Os03g19480","0.714096","1.4E-45"
"LOC_Os01g09252","LOC_Os03g19560","0.745433","0.0"
"LOC_Os01g09252","LOC_Os03g20980","0.811478","0.0"
"LOC_Os01g09252","LOC_Os03g21020","0.835759","0.0"
"LOC_Os01g09252","LOC_Os03g21390","0.715806","0.0"
"LOC_Os01g09252","LOC_Os03g21600","0.855728","0.0"
"LOC_Os01g09252","LOC_Os03g21630","0.817039","0.0"
"LOC_Os01g09252","LOC_Os03g21964","0.840081","0.0"
"LOC_Os01g09252","LOC_Os03g22160","0.712168","2.8E-45"
"LOC_Os01g09252","LOC_Os03g22190","0.726581","0.0"
"LOC_Os01g09252","LOC_Os03g22430","0.705097","5.3E-44"
"LOC_Os01g09252","LOC_Os03g22670","0.705522","4.5E-44"
"LOC_Os01g09252","LOC_Os03g22900","0.770817","0.0"
"LOC_Os01g09252","LOC_Os03g24339","0.778637","0.0"
"LOC_Os01g09252","LOC_Os03g25480","0.727981","0.0"
"LOC_Os01g09252","LOC_Os03g26080","0.705398","4.8E-44"
"LOC_Os01g09252","LOC_Os03g26630","0.743309","0.0"
"LOC_Os01g09252","LOC_Os03g27340","0.866886","0.0"
"LOC_Os01g09252","LOC_Os03g27840","0.746479","0.0"
"LOC_Os01g09252","LOC_Os03g31026","0.793318","0.0"
"LOC_Os01g09252","LOC_Os03g31044","0.77154","0.0"
"LOC_Os01g09252","LOC_Os03g31070","0.783738","0.0"
"LOC_Os01g09252","LOC_Os03g31170","0.717129","0.0"
"LOC_Os01g09252","LOC_Os03g31290","0.756895","0.0"
"LOC_Os01g09252","LOC_Os03g31490","0.74137","0.0"
"LOC_Os01g09252","LOC_Os03g31594","0.774888","0.0"
"LOC_Os01g09252","LOC_Os03g31706","0.838891","0.0"
"LOC_Os01g09252","LOC_Os03g32270","0.706267","3.4E-44"
"LOC_Os01g09252","LOC_Os03g34300","0.764648","0.0"
"LOC_Os01g09252","LOC_Os03g34310","0.764924","0.0"
"LOC_Os01g09252","LOC_Os03g35849","0.864321","0.0"
"LOC_Os01g09252","LOC_Os03g36419","0.815914","0.0"
"LOC_Os01g09252","LOC_Os03g37580","0.796511","0.0"
"LOC_Os01g09252","LOC_Os03g38650","0.71142","4.2E-45"
"LOC_Os01g09252","LOC_Os03g38745","0.75331","0.0"
"LOC_Os01g09252","LOC_Os03g39407","0.814736","0.0"
"LOC_Os01g09252","LOC_Os03g39655","0.713826","1.4E-45"
"LOC_Os01g09252","LOC_Os03g41080","0.728712","0.0"
"LOC_Os01g09252","LOC_Os03g41229","0.790767","0.0"
"LOC_Os01g09252","LOC_Os03g41820","0.777917","0.0"
"LOC_Os01g09252","LOC_Os03g42650","0.76289","0.0"
"LOC_Os01g09252","LOC_Os03g43390","0.705492","4.6E-44"
"LOC_Os01g09252","LOC_Os03g43900","0.814119","0.0"
"LOC_Os01g09252","LOC_Os03g46230","0.836866","0.0"
"LOC_Os01g09252","LOC_Os03g46740","0.758383","0.0"
"LOC_Os01g09252","LOC_Os03g47780","0.752104","0.0"
"LOC_Os01g09252","LOC_Os03g47970","0.796003","0.0"
"LOC_Os01g09252","LOC_Os03g48190","0.769283","0.0"
"LOC_Os01g09252","LOC_Os03g49250","0.791698","0.0"
"LOC_Os01g09252","LOC_Os03g49420","0.761212","0.0"
"LOC_Os01g09252","LOC_Os03g49520","0.782949","0.0"
"LOC_Os01g09252","LOC_Os03g51270","0.7607","0.0"
"LOC_Os01g09252","LOC_Os03g51520","0.717743","0.0"
"LOC_Os01g09252","LOC_Os03g51680","0.708318","1.5E-44"
"LOC_Os01g09252","LOC_Os03g51830","0.71456","1.4E-45"
"LOC_Os01g09252","LOC_Os03g51950","0.701936","1.86E-43"
"LOC_Os01g09252","LOC_Os03g51960","0.723717","0.0"
"LOC_Os01g09252","LOC_Os03g52150","0.867166","0.0"
"LOC_Os01g09252","LOC_Os03g52230","0.771155","0.0"
"LOC_Os01g09252","LOC_Os03g52430","0.752958","0.0"
"LOC_Os01g09252","LOC_Os03g52594","0.723916","0.0"
"LOC_Os01g09252","LOC_Os03g52830","0.729532","0.0"
"LOC_Os01g09252","LOC_Os03g52980","0.764576","0.0"
"LOC_Os01g09252","LOC_Os03g53760","0.766797","0.0"
"LOC_Os01g09252","LOC_Os03g53990","0.725626","0.0"
"LOC_Os01g09252","LOC_Os03g54063","0.818931","0.0"
"LOC_Os01g09252","LOC_Os03g54150","0.85454","0.0"
"LOC_Os01g09252","LOC_Os03g54240","0.86554","0.0"
"LOC_Os01g09252","LOC_Os03g55560","0.706054","3.6E-44"
"LOC_Os01g09252","LOC_Os03g55640","0.781188","0.0"
"LOC_Os01g09252","LOC_Os03g56410","0.704614","6.4E-44"
"LOC_Os01g09252","LOC_Os03g57070","0.769792","0.0"
"LOC_Os01g09252","LOC_Os03g57130","0.791673","0.0"
"LOC_Os01g09252","LOC_Os03g57545","0.714972","1.4E-45"
"LOC_Os01g09252","LOC_Os03g57854","0.750997","0.0"
"LOC_Os01g09252","LOC_Os03g58060","0.768783","0.0"
"LOC_Os01g09252","LOC_Os03g58080","0.713389","1.4E-45"
"LOC_Os01g09252","LOC_Os03g58520","0.798919","0.0"
"LOC_Os01g09252","LOC_Os03g58690","0.73834","0.0"
"LOC_Os01g09252","LOC_Os03g58970","0.801403","0.0"
"LOC_Os01g09252","LOC_Os03g59470","0.757662","0.0"
"LOC_Os01g09252","LOC_Os03g59700","0.702593","1.44E-43"
"LOC_Os01g09252","LOC_Os03g59760","0.717817","0.0"
"LOC_Os01g09252","LOC_Os03g60140","0.794064","0.0"
"LOC_Os01g09252","LOC_Os03g60890","0.778075","0.0"
"LOC_Os01g09252","LOC_Os03g61760","0.817467","0.0"
"LOC_Os01g09252","LOC_Os03g61980","0.712594","2.8E-45"
"LOC_Os01g09252","LOC_Os03g62580","0.829263","0.0"
"LOC_Os01g09252","LOC_Os03g62610","0.829499","0.0"
"LOC_Os01g09252","LOC_Os03g62640","0.760963","0.0"
"LOC_Os01g09252","LOC_Os03g62680","0.737754","0.0"
"LOC_Os01g09252","LOC_Os03g62850","0.703788","9.0E-44"
"LOC_Os01g09252","LOC_Os03g62910","0.729486","0.0"
"LOC_Os01g09252","LOC_Os03g63010","0.833127","0.0"
"LOC_Os01g09252","LOC_Os03g63470","0.844757","0.0"
"LOC_Os01g09252","LOC_Os03g63500","0.777584","0.0"
"LOC_Os01g09252","LOC_Os03g64014","0.799297","0.0"
"LOC_Os01g09252","LOC_Os03g64300","0.72504","0.0"
"LOC_Os01g09252","LOC_Os03g64360","0.749414","0.0"
"LOC_Os01g09252","LOC_Os03g64370","0.722947","0.0"
"LOC_Os01g09252","LOC_Os03g64400","0.83853","0.0"
"LOC_Os01g09252","LOC_Os04g01780","0.71937","0.0"
"LOC_Os01g09252","LOC_Os04g02280","0.721166","0.0"
"LOC_Os01g09252","LOC_Os04g02890","0.787526","0.0"
"LOC_Os01g09252","LOC_Os04g03884","0.789599","0.0"
"LOC_Os01g09252","LOC_Os04g10380","0.760675","0.0"
"LOC_Os01g09252","LOC_Os04g10420","0.741848","0.0"
"LOC_Os01g09252","LOC_Os04g11850","0.828214","0.0"
"LOC_Os01g09252","LOC_Os04g12744","0.779864","0.0"
"LOC_Os01g09252","LOC_Os04g14110","0.703622","9.5E-44"
"LOC_Os01g09252","LOC_Os04g14200","0.735557","0.0"
"LOC_Os01g09252","LOC_Os04g14204","0.85953","0.0"
"LOC_Os01g09252","LOC_Os04g14450","0.734491","0.0"
"LOC_Os01g09252","LOC_Os04g14510","0.755745","0.0"
"LOC_Os01g09252","LOC_Os04g14760","0.776794","0.0"
"LOC_Os01g09252","LOC_Os04g15550","0.810471","0.0"
"LOC_Os01g09252","LOC_Os04g15660","0.789021","0.0"
"LOC_Os01g09252","LOC_Os04g16940","0.713646","1.4E-45"
"LOC_Os01g09252","LOC_Os04g17479","0.728302","0.0"
"LOC_Os01g09252","LOC_Os04g18650","0.727584","0.0"
"LOC_Os01g09252","LOC_Os04g19684","0.706353","3.2E-44"
"LOC_Os01g09252","LOC_Os04g20180","0.705279","4.9E-44"
"LOC_Os01g09252","LOC_Os04g20270","0.751787","0.0"
"LOC_Os01g09252","LOC_Os04g20424","0.854619","0.0"
"LOC_Os01g09252","LOC_Os04g20990","0.794992","0.0"
"LOC_Os01g09252","LOC_Os04g23180","0.723422","0.0"
"LOC_Os01g09252","LOC_Os04g24170","0.719975","0.0"
"LOC_Os01g09252","LOC_Os04g25400","0.817302","0.0"
"LOC_Os01g09252","LOC_Os04g26330","0.778225","0.0"
"LOC_Os01g09252","LOC_Os04g27250","0.74868","0.0"
"LOC_Os01g09252","LOC_Os04g27850","0.731115","0.0"
"LOC_Os01g09252","LOC_Os04g28020","0.753079","0.0"
"LOC_Os01g09252","LOC_Os04g28170","0.793674","0.0"
"LOC_Os01g09252","LOC_Os04g28234","0.700649","3.07E-43"
"LOC_Os01g09252","LOC_Os04g28460","0.717712","0.0"
"LOC_Os01g09252","LOC_Os04g28470","0.805518","0.0"
"LOC_Os01g09252","LOC_Os04g28480","0.803772","0.0"
"LOC_Os01g09252","LOC_Os04g31020","0.820063","0.0"
"LOC_Os01g09252","LOC_Os04g31140","0.766523","0.0"
"LOC_Os01g09252","LOC_Os04g32490","0.700593","3.14E-43"
"LOC_Os01g09252","LOC_Os04g32560","0.731922","0.0"
"LOC_Os01g09252","LOC_Os04g32690","0.781601","0.0"
"LOC_Os01g09252","LOC_Os04g32880","0.721973","0.0"
"LOC_Os01g09252","LOC_Os04g33210","0.714359","1.4E-45"
"LOC_Os01g09252","LOC_Os04g33280","0.758101","0.0"
"LOC_Os01g09252","LOC_Os04g33470","0.707084","2.4E-44"
"LOC_Os01g09252","LOC_Os04g33480","0.84427","0.0"
"LOC_Os01g09252","LOC_Os04g33780","0.70097","2.72E-43"
"LOC_Os01g09252","LOC_Os04g33970","0.802903","0.0"
"LOC_Os01g09252","LOC_Os04g34984","0.777717","0.0"
"LOC_Os01g09252","LOC_Os04g35170","0.729164","0.0"
"LOC_Os01g09252","LOC_Os04g35180","0.741986","0.0"
"LOC_Os01g09252","LOC_Os04g35190","0.818915","0.0"
"LOC_Os01g09252","LOC_Os04g35200","0.705571","4.5E-44"
"LOC_Os01g09252","LOC_Os04g35864","0.785209","0.0"
"LOC_Os01g09252","LOC_Os04g35880","0.723765","0.0"
"LOC_Os01g09252","LOC_Os04g36660","0.745172","0.0"
"LOC_Os01g09252","LOC_Os04g36910","0.876349","0.0"
"LOC_Os01g09252","LOC_Os04g37630","0.757174","0.0"
"LOC_Os01g09252","LOC_Os04g38480","0.761876","0.0"
"LOC_Os01g09252","LOC_Os04g39190","0.747535","0.0"
"LOC_Os01g09252","LOC_Os04g39210","0.723845","0.0"
"LOC_Os01g09252","LOC_Os04g39260","0.741451","0.0"
"LOC_Os01g09252","LOC_Os04g39629","0.752183","0.0"
"LOC_Os01g09252","LOC_Os04g39950","0.700508","3.25E-43"
"LOC_Os01g09252","LOC_Os04g40540","0.76476","0.0"
"LOC_Os01g09252","LOC_Os04g40930","0.719234","0.0"
"LOC_Os01g09252","LOC_Os04g41100","0.802949","0.0"
"LOC_Os01g09252","LOC_Os04g41470","0.710804","5.6E-45"
"LOC_Os01g09252","LOC_Os04g41700","0.775913","0.0"
"LOC_Os01g09252","LOC_Os04g41830","0.73816","0.0"
"LOC_Os01g09252","LOC_Os04g41920","0.741089","0.0"
"LOC_Os01g09252","LOC_Os04g41990","0.709443","9.8E-45"
"LOC_Os01g09252","LOC_Os04g42080","0.740672","0.0"
"LOC_Os01g09252","LOC_Os04g42120","0.719987","0.0"
"LOC_Os01g09252","LOC_Os04g42444","0.723955","0.0"
"LOC_Os01g09252","LOC_Os04g43030","0.738973","0.0"
"LOC_Os01g09252","LOC_Os04g43690","0.713203","1.4E-45"
"LOC_Os01g09252","LOC_Os04g43770","0.804821","0.0"
"LOC_Os01g09252","LOC_Os04g44920","0.763433","0.0"
"LOC_Os01g09252","LOC_Os04g45140","0.710765","5.6E-45"
"LOC_Os01g09252","LOC_Os04g45180","0.834869","0.0"
"LOC_Os01g09252","LOC_Os04g45200","0.713281","1.4E-45"
"LOC_Os01g09252","LOC_Os04g45240","0.762524","0.0"
"LOC_Os01g09252","LOC_Os04g45930","0.833252","0.0"
"LOC_Os01g09252","LOC_Os04g46370","0.740671","0.0"
"LOC_Os01g09252","LOC_Os04g47530","0.723531","0.0"
"LOC_Os01g09252","LOC_Os04g48310","0.84646","0.0"
"LOC_Os01g09252","LOC_Os04g48410","0.788112","0.0"
"LOC_Os01g09252","LOC_Os04g49940","0.714832","1.4E-45"
"LOC_Os01g09252","LOC_Os04g51060","0.71521","1.4E-45"
"LOC_Os01g09252","LOC_Os04g51180","0.787026","0.0"
"LOC_Os01g09252","LOC_Os04g51370","0.76189","0.0"
"LOC_Os01g09252","LOC_Os04g51770","0.728756","0.0"
"LOC_Os01g09252","LOC_Os04g52060","0.704874","5.9E-44"
"LOC_Os01g09252","LOC_Os04g52400","0.729421","0.0"
"LOC_Os01g09252","LOC_Os04g52560","0.705131","5.3E-44"
"LOC_Os01g09252","LOC_Os04g52690","0.744063","0.0"
"LOC_Os01g09252","LOC_Os04g52710","0.751567","0.0"
"LOC_Os01g09252","LOC_Os04g53310","0.727674","0.0"
"LOC_Os01g09252","LOC_Os04g53530","0.782407","0.0"
"LOC_Os01g09252","LOC_Os04g55090","0.754555","0.0"
"LOC_Os01g09252","LOC_Os04g55290","0.780948","0.0"
"LOC_Os01g09252","LOC_Os04g55480","0.798065","0.0"
"LOC_Os01g09252","LOC_Os04g55810","0.867851","0.0"
"LOC_Os01g09252","LOC_Os04g56140","0.761513","0.0"
"LOC_Os01g09252","LOC_Os04g56480","0.738243","0.0"
"LOC_Os01g09252","LOC_Os04g56510","0.708578","1.3E-44"
"LOC_Os01g09252","LOC_Os04g56630","0.753781","0.0"
"LOC_Os01g09252","LOC_Os04g57020","0.711454","4.2E-45"
"LOC_Os01g09252","LOC_Os04g57210","0.782794","0.0"
"LOC_Os01g09252","LOC_Os04g57480","0.713308","1.4E-45"
"LOC_Os01g09252","LOC_Os04g58620","0.762062","0.0"
"LOC_Os01g09252","LOC_Os04g58630","0.771731","0.0"
"LOC_Os01g09252","LOC_Os04g58690","0.781297","0.0"
"LOC_Os01g09252","LOC_Os04g58990","0.81543","0.0"
"LOC_Os01g09252","LOC_Os05g01090","0.777833","0.0"
"LOC_Os01g09252","LOC_Os05g01170","0.846141","0.0"
"LOC_Os01g09252","LOC_Os05g01180","0.718826","0.0"
"LOC_Os01g09252","LOC_Os05g01510","0.833309","0.0"
"LOC_Os01g09252","LOC_Os05g01540","0.796168","0.0"
"LOC_Os01g09252","LOC_Os05g01760","0.715218","1.4E-45"
"LOC_Os01g09252","LOC_Os05g02220","0.819935","0.0"
"LOC_Os01g09252","LOC_Os05g03020","0.824127","0.0"
"LOC_Os01g09252","LOC_Os05g03820","0.724767","0.0"
"LOC_Os01g09252","LOC_Os05g04620","0.716054","0.0"
"LOC_Os01g09252","LOC_Os05g05210","0.726503","0.0"
"LOC_Os01g09252","LOC_Os05g05240","0.74376","0.0"
"LOC_Os01g09252","LOC_Os05g05530","0.710827","5.6E-45"
"LOC_Os01g09252","LOC_Os05g05740","0.83178","0.0"
"LOC_Os01g09252","LOC_Os05g05780","0.825279","0.0"
"LOC_Os01g09252","LOC_Os05g06270","0.74003","0.0"
"LOC_Os01g09252","LOC_Os05g06470","0.712521","2.8E-45"
"LOC_Os01g09252","LOC_Os05g07260","0.785128","0.0"
"LOC_Os01g09252","LOC_Os05g07632","0.719169","0.0"
"LOC_Os01g09252","LOC_Os05g07860","0.713296","1.4E-45"
"LOC_Os01g09252","LOC_Os05g08100","0.76501","0.0"
"LOC_Os01g09252","LOC_Os05g08600","0.856086","0.0"
"LOC_Os01g09252","LOC_Os05g08930","0.745799","0.0"
"LOC_Os01g09252","LOC_Os05g10570","0.708906","1.1E-44"
"LOC_Os01g09252","LOC_Os05g10730","0.717687","0.0"
"LOC_Os01g09252","LOC_Os05g10754","0.762854","0.0"
"LOC_Os01g09252","LOC_Os05g11770","0.798887","0.0"
"LOC_Os01g09252","LOC_Os05g12300","0.735349","0.0"
"LOC_Os01g09252","LOC_Os05g13390","0.732435","0.0"
"LOC_Os01g09252","LOC_Os05g13420","0.766273","0.0"
"LOC_Os01g09252","LOC_Os05g14040","0.770495","0.0"
"LOC_Os01g09252","LOC_Os05g14730","0.768985","0.0"
"LOC_Os01g09252","LOC_Os05g14980","0.74119","0.0"
"LOC_Os01g09252","LOC_Os05g16670","0.757428","0.0"
"LOC_Os01g09252","LOC_Os05g18650","0.852698","0.0"
"LOC_Os01g09252","LOC_Os05g19480","0.745177","0.0"
"LOC_Os01g09252","LOC_Os05g19630","0.815885","0.0"
"LOC_Os01g09252","LOC_Os05g22670","0.743592","0.0"
"LOC_Os01g09252","LOC_Os05g22880","0.705309","4.9E-44"
"LOC_Os01g09252","LOC_Os05g22894","0.823815","0.0"
"LOC_Os01g09252","LOC_Os05g22930","0.71042","7.0E-45"
"LOC_Os01g09252","LOC_Os05g22960","0.882986","0.0"
"LOC_Os01g09252","LOC_Os05g22970","0.710275","7.0E-45"
"LOC_Os01g09252","LOC_Os05g23420","0.734697","0.0"
"LOC_Os01g09252","LOC_Os05g23430","0.715498","1.4E-45"
"LOC_Os01g09252","LOC_Os05g23470","0.837271","0.0"
"LOC_Os01g09252","LOC_Os05g23850","0.703681","9.4E-44"
"LOC_Os01g09252","LOC_Os05g23940","0.753449","0.0"
"LOC_Os01g09252","LOC_Os05g26954","0.729975","0.0"
"LOC_Os01g09252","LOC_Os05g26990","0.840026","0.0"
"LOC_Os01g09252","LOC_Os05g28980","0.726995","0.0"
"LOC_Os01g09252","LOC_Os05g31230","0.787583","0.0"
"LOC_Os01g09252","LOC_Os05g31680","0.7439","0.0"
"LOC_Os01g09252","LOC_Os05g32180","0.703212","1.12E-43"
"LOC_Os01g09252","LOC_Os05g32330","0.719468","0.0"
"LOC_Os01g09252","LOC_Os05g32360","0.778968","0.0"
"LOC_Os01g09252","LOC_Os05g32580","0.760391","0.0"
"LOC_Os01g09252","LOC_Os05g32680","0.739626","0.0"
"LOC_Os01g09252","LOC_Os05g32850","0.772003","0.0"
"LOC_Os01g09252","LOC_Os05g33010","0.741478","0.0"
"LOC_Os01g09252","LOC_Os05g33020","0.826651","0.0"
"LOC_Os01g09252","LOC_Os05g33230","0.700992","2.69E-43"
"LOC_Os01g09252","LOC_Os05g33260","0.739688","0.0"
"LOC_Os01g09252","LOC_Os05g33620","0.71754","0.0"
"LOC_Os01g09252","LOC_Os05g34260","0.806679","0.0"
"LOC_Os01g09252","LOC_Os05g34650","0.747723","0.0"
"LOC_Os01g09252","LOC_Os05g34720","0.715299","1.4E-45"
"LOC_Os01g09252","LOC_Os05g34914","0.883958","0.0"
"LOC_Os01g09252","LOC_Os05g35530","0.72033","0.0"
"LOC_Os01g09252","LOC_Os05g35980","0.884285","0.0"
"LOC_Os01g09252","LOC_Os05g38330","0.851058","0.0"
"LOC_Os01g09252","LOC_Os05g38590","0.786903","0.0"
"LOC_Os01g09252","LOC_Os05g38730","0.703224","1.12E-43"
"LOC_Os01g09252","LOC_Os05g38800","0.855604","0.0"
"LOC_Os01g09252","LOC_Os05g39374","0.741782","0.0"
"LOC_Os01g09252","LOC_Os05g39650","0.824186","0.0"
"LOC_Os01g09252","LOC_Os05g39680","0.705393","4.8E-44"
"LOC_Os01g09252","LOC_Os05g40900","0.819411","0.0"
"LOC_Os01g09252","LOC_Os05g41120","0.73251","0.0"
"LOC_Os01g09252","LOC_Os05g43300","0.703917","8.5E-44"
"LOC_Os01g09252","LOC_Os05g43480","0.722127","0.0"
"LOC_Os01g09252","LOC_Os05g43520","0.704546","6.6E-44"
"LOC_Os01g09252","LOC_Os05g43680","0.709968","7.0E-45"
"LOC_Os01g09252","LOC_Os05g44390","0.812309","0.0"
"LOC_Os01g09252","LOC_Os05g45400","0.702394","1.56E-43"
"LOC_Os01g09252","LOC_Os05g45710","0.748868","0.0"
"LOC_Os01g09252","LOC_Os05g45750","0.757596","0.0"
"LOC_Os01g09252","LOC_Os05g45830","0.751133","0.0"
"LOC_Os01g09252","LOC_Os05g46330","0.782644","0.0"
"LOC_Os01g09252","LOC_Os05g46630","0.809695","0.0"
"LOC_Os01g09252","LOC_Os05g46954","0.720588","0.0"
"LOC_Os01g09252","LOC_Os05g47550","0.728898","0.0"
"LOC_Os01g09252","LOC_Os05g47560","0.761712","0.0"
"LOC_Os01g09252","LOC_Os05g48450","0.737801","0.0"
"LOC_Os01g09252","LOC_Os05g48790","0.721447","0.0"
"LOC_Os01g09252","LOC_Os05g48820","0.848383","0.0"
"LOC_Os01g09252","LOC_Os05g48960","0.77712","0.0"
"LOC_Os01g09252","LOC_Os05g49590","0.794298","0.0"
"LOC_Os01g09252","LOC_Os05g49910","0.711064","4.2E-45"
"LOC_Os01g09252","LOC_Os05g49980","0.808114","0.0"
"LOC_Os01g09252","LOC_Os05g50220","0.709884","8.4E-45"
"LOC_Os01g09252","LOC_Os05g50280","0.732877","0.0"
"LOC_Os01g09252","LOC_Os05g50440","0.761941","0.0"
"LOC_Os01g09252","LOC_Os05g50830","0.743878","0.0"
"LOC_Os01g09252","LOC_Os05g50840","0.764137","0.0"
"LOC_Os01g09252","LOC_Os05g51510","0.816761","0.0"
"LOC_Os01g09252","LOC_Os05g51550","0.762344","0.0"
"LOC_Os01g09252","LOC_Os05g51710","0.812267","0.0"
"LOC_Os01g09252","LOC_Os06g01410","0.783782","0.0"
"LOC_Os01g09252","LOC_Os06g01460","0.741784","0.0"
"LOC_Os01g09252","LOC_Os06g01710","0.766994","0.0"
"LOC_Os01g09252","LOC_Os06g01720","0.750458","0.0"
"LOC_Os01g09252","LOC_Os06g02260","0.725112","0.0"
"LOC_Os01g09252","LOC_Os06g02550","0.818026","0.0"
"LOC_Os01g09252","LOC_Os06g02555","0.826004","0.0"
"LOC_Os01g09252","LOC_Os06g02620","0.744953","0.0"
"LOC_Os01g09252","LOC_Os06g03770","0.761984","0.0"
"LOC_Os01g09252","LOC_Os06g04330","0.714774","1.4E-45"
"LOC_Os01g09252","LOC_Os06g04390","0.751538","0.0"
"LOC_Os01g09252","LOC_Os06g04399","0.807572","0.0"
"LOC_Os01g09252","LOC_Os06g04520","0.771728","0.0"
"LOC_Os01g09252","LOC_Os06g04660","0.77309","0.0"
"LOC_Os01g09252","LOC_Os06g04970","0.849098","0.0"
"LOC_Os01g09252","LOC_Os06g05150","0.765991","0.0"
"LOC_Os01g09252","LOC_Os06g05520","0.789823","0.0"
"LOC_Os01g09252","LOC_Os06g05530","0.721895","0.0"
"LOC_Os01g09252","LOC_Os06g05800","0.714497","1.4E-45"
"LOC_Os01g09252","LOC_Os06g05870","0.851294","0.0"
"LOC_Os01g09252","LOC_Os06g06190","0.788667","0.0"
"LOC_Os01g09252","LOC_Os06g06810","0.725416","0.0"
"LOC_Os01g09252","LOC_Os06g06870","0.70519","5.2E-44"
"LOC_Os01g09252","LOC_Os06g07474","0.771207","0.0"
"LOC_Os01g09252","LOC_Os06g08300","0.721806","0.0"
"LOC_Os01g09252","LOC_Os06g08390","0.767177","0.0"
"LOC_Os01g09252","LOC_Os06g08740","0.758309","0.0"
"LOC_Os01g09252","LOC_Os06g09120","0.779222","0.0"
"LOC_Os01g09252","LOC_Os06g09320","0.812104","0.0"
"LOC_Os01g09252","LOC_Os06g10580","0.734139","0.0"
"LOC_Os01g09252","LOC_Os06g10620","0.843151","0.0"
"LOC_Os01g09252","LOC_Os06g10690","0.766001","0.0"
"LOC_Os01g09252","LOC_Os06g10770","0.776383","0.0"
